电影名,评分,评价人数,链接,时间,演员,imdb_link
BJ单身日记,7.5,123022.0,https://movie.douban.com/subject/1304585/,2001-04-04(英国),"['蕾妮·泽尔维格', '科林·费尔斯', '休·格兰特', '吉姆·布劳德本特', '雪莉·亨德森",http://www.imdb.com/title/tt0243155
BJ单身日记2：理性边缘,7.3,58746.0,https://movie.douban.com/subject/1308819/,2004-11-12(美国),"['蕾妮·泽尔维格', '科林·费尔斯', '休·格兰特', '吉姆·布劳德本特', '杰茜达·芭瑞",http://www.imdb.com/title/tt0317198
Doctor异乡人,7.1,28518.0,https://movie.douban.com/subject/25792670/,2014-05-05(韩国),"['李钟硕', '陈世妍', '朴海镇', '姜素拉', '张亮']",http://www.imdb.com/title/tt3693414
Dr.伦太郎,7.7,16355.0,https://movie.douban.com/subject/26314383/,2015-04-15(日本),"['堺雅人', '苍井优', '吉濑美智子', '内田有纪', '高梨临']",http://www.imdb.com/title/tt4402162
Hello！树先生,7.1,40859.0,https://movie.douban.com/subject/4135710/,2011-11-04(中国大陆),"['王宝强', '谭卓', '何洁', '中国大陆', '韩杰']",http://www.imdb.com/title/tt2043878
IT狂人第四季,9.3,24878.0,https://movie.douban.com/subject/4850563/,2010-06-25(英国),"['克里斯·奥多德', '理查德·艾欧阿德', '凯瑟琳·帕金森', '英国', 'www.chan",http://www.imdb.com/title/tt1650327
K歌情人,7.5,61589.0,https://movie.douban.com/subject/1937401/,2007-02-14(美国),"['休·格兰特', '德鲁·巴里摩尔', '斯科特·波特', '布拉德·加内特', '海莉·贝内特'",http://www.imdb.com/title/tt0758766
M就是凶手,8.2,14861.0,https://movie.douban.com/subject/1293381/,1931-05-11(德国),"['彼得·洛', '艾伦·维德曼', '因格·兰德特', '奥托·维尔尼克', '德国']",http://www.imdb.com/title/tt0022100
Office有鬼,6.5,21639.0,https://movie.douban.com/subject/1307807/,2002-09-06 00:00:00,"['陈小春', '冯德伦', '莫文蔚', '舒淇', '黄琛瑜']",http://www.imdb.com/title/tt0339464
OnCall36小时,7.7,15155.0,https://movie.douban.com/subject/6518753/,2012-02-13(香港),"['马国明', '杨怡', '黄智雯', '罗仲谦', '曹永廉']",
ONYOURMARKGhibli实验剧场,8.5,14365.0,https://movie.douban.com/subject/1432701/,1995-07-15(日本),"['日本', '宫崎骏', '6分48秒', 'ON YOUR MARK Ghibli实验剧场', ",http://www.imdb.com/title/tt0114038
PRICELESS：有才怪，这样的东西！,7.6,10243.0,https://movie.douban.com/subject/11600137/,2012-10-22(日本),"['木村拓哉', '中井贵一', '香里奈', '藤谷太辅', '莲佛美沙子']",http://www.imdb.com/title/tt2334892
V字仇杀队,8.8,368037.0,https://movie.douban.com/subject/1309046/,2005-12-11(BNAT电影节),"['2006-03-17(美国)', '娜塔莉·波特曼', '雨果·维文', '鲁珀特·格雷夫斯',",http://www.imdb.com/title/tt0434409
X战警：天启,7.9,162652.0,https://movie.douban.com/subject/25786060/,2016-06-03(中国大陆),"['2016-05-09(伦敦首映)', '2016-05-27(美国)', '詹姆斯·麦卡沃伊',",http://www.imdb.com/title/tt3385516
X战警：第一战,8.1,165385.0,https://movie.douban.com/subject/3168089/,2011-05-25(纽约首映),"['2011-06-01(英国)', '2011-06-03(美国)', '詹姆斯·麦卡沃伊', '",http://www.imdb.com/title/tt1270798
X战警：逆转未来,8.2,227358.0,https://movie.douban.com/subject/10485647/,2014-05-23(美国/中国大陆),"['休·杰克曼', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '哈莉·贝",http://www.imdb.com/title/tt1877832
X计划,7,13888.0,https://movie.douban.com/subject/4810698/,2012-03-02(美国),"['托马斯·曼', '奥利弗·库珀', '乔纳森·丹尼尔·布朗', '可比·毕丝·布兰顿', '德克",http://www.imdb.com/title/tt1636826
一个勺子,7.7,65749.0,https://movie.douban.com/subject/25926267/,2014-11-16(金马影展),"['2015-11-20(中国大陆)', '陈建斌', '蒋勤勤', '王学兵', '金世佳']",http://www.imdb.com/title/tt3856504
一个叫欧维的男人决定去死,8.7,57228.0,https://movie.douban.com/subject/26628357/,2015-12-25(瑞典),"['罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格', '安娜-莱娜",http://www.imdb.com/title/tt4080728
一个好爸爸,7.1,30020.0,https://movie.douban.com/subject/3005496/,2008-03-23 00:00:00,"['古天乐', '刘若英', '苗可秀', '刘一含', '莫少聪']",http://www.imdb.com/title/tt1196714
一个字头的诞生,8.2,27481.0,https://movie.douban.com/subject/1307372/,1997-03-14(香港),"['刘青云', '吴镇宇', '李若彤', '徐锦江', '张达明']",http://www.imdb.com/title/tt0120541
一个购物狂的自白,6.4,46181.0,https://movie.douban.com/subject/2338058/,2009-02-13(美国),"['艾拉·菲舍尔', '休·丹西', '克里斯滕·里特', '琼·库萨克', '约翰·古德曼']",http://www.imdb.com/title/tt1093908
一个都不能少,7.4,77086.0,https://movie.douban.com/subject/1294963/,1999-09-07(威尼斯电影节),"['魏敏芝', '张慧科', '田正达', '白玫', '中国大陆']",http://www.imdb.com/title/tt0209189
一九四二,7.3,130940.0,https://movie.douban.com/subject/6011805/,2012-11-11(罗马电影节),"['2012-11-29(中国大陆)', '张国立', '张默', '徐帆', '李雪健']",http://www.imdb.com/title/tt2113822
一代宗师,7.7,254383.0,https://movie.douban.com/subject/3821067/,2015-01-08(中国大陆 3D),"['2013-01-08(中国大陆)', '2013-01-10(香港)', '2013-08-23",http://www.imdb.com/title/tt1462900
一切尽失,7.6,10674.0,https://movie.douban.com/subject/10484601/,2013-05-22(戛纳电影节),"['2013-10-18(美国)', '罗伯特·雷德福', '美国', 'www.allislost",http://www.imdb.com/title/tt2017038
一只吃不到曲奇的猪,7.6,11220.0,https://movie.douban.com/subject/5240769/,加拿大,"['Rob Silvestri', '3分55秒', '一只吃不到曲奇的猪', '动画', '短片'",http://www.imdb.com/title/tt1640160
一夜惊喜,5.6,82771.0,https://movie.douban.com/subject/16475702/,2013-08-09(中国大陆),"['范冰冰', '李治廷', '吴佩慈', '蒋劲夫', '丹尼尔·海尼']",http://www.imdb.com/title/tt3013126
一座城池,5.3,23178.0,https://movie.douban.com/subject/11594933/,2013-09-18(中国大陆),"['房祖名', '王太利', '黄瀞怡', '谢芳', '李长江']",
一念天堂,5.2,27398.0,https://movie.douban.com/subject/26611801/,2015-12-31(中国大陆),"['沈腾', '马丽', '杜晓宇', '林雪', '王子子']",http://www.imdb.com/title/tt5396872
一拳超人,9.2,17641.0,https://movie.douban.com/subject/26339248/,2015-10-04(日本),"['古川慎', '石川界人', '梶裕贵', '悠木碧', '中村悠一']",http://www.imdb.com/title/tt4508902
一条叫旺达的鱼,7.7,19127.0,https://movie.douban.com/subject/1292440/,1988-07-07 00:00:00,"['约翰·克立斯', '杰米·李·柯蒂斯', '凯文·克莱恩', '麦克·帕林', '美国']",http://www.imdb.com/title/tt0095159
一条安达鲁狗,8.1,14204.0,https://movie.douban.com/subject/1298962/,1929-06-06(法国),"['西蒙妮·玛勒伊', 'Pierre Batcheff', '路易斯·布努埃尔', '萨尔瓦多·达",http://www.imdb.com/title/tt0020530
一步之遥,6.2,165903.0,https://movie.douban.com/subject/6126442/,2014-12-18(中国大陆),"['姜文', '葛优', '周韵', '舒淇', '文章']",http://www.imdb.com/title/tt2168000
一球成名,7.4,24322.0,https://movie.douban.com/subject/1437204/,2005-09-30(英国),"['2006-03-24(中国大陆)', '库诺·贝克', '亚历桑德罗·尼沃拉', '马塞尔·尤勒",http://www.imdb.com/title/tt0380389
一生一世,5.1,66614.0,https://movie.douban.com/subject/25713408/,2014-09-04(香港),"['2014-09-05(中国大陆)', '谢霆锋', '高圆圆', '杜海涛', '洛诗']",http://www.imdb.com/title/tt3906444
七个神经病,7.6,47826.0,https://movie.douban.com/subject/6753166/,2012-10-12(美国),"['2012-12-07(英国)', '科林·法瑞尔', '山姆·洛克威尔', '伍迪·哈里森', ",http://www.imdb.com/title/tt1931533
七月与安生,7.6,167209.0,https://movie.douban.com/subject/25827935/,2016-09-14(中国大陆),"['2016-10-27(香港)', '周冬雨', '马思纯', '李程彬', '李萍']",http://www.imdb.com/title/tt6054290
七武士,9.1,65311.0,https://movie.douban.com/subject/1295399/,1954-04-26(日本),"['三船敏郎', '志村乔', '稻叶义男', '宫口精二', '千秋实']",http://www.imdb.com/title/tt0047478
七龙珠,3.7,24226.0,https://movie.douban.com/subject/2310144/,2009-03-12(香港),"['2009-03-14(中国大陆)', '2009-04-10(美国)', '贾斯汀·查特文', ",http://www.imdb.com/title/tt1098327
万万没想到之小兵过年,6.6,14115.0,https://movie.douban.com/subject/25796146/,2014-01-04(中国大陆),"['白客', '马可', '戚薇', '中国大陆', '易小星']",
万万没想到第一季,8.2,43970.0,https://movie.douban.com/subject/24904361/,2013-08-06(中国大陆),"['白客', '葛布', '易小星', '张本煜', '中国大陆']",
万万没想到第二季,7.5,14594.0,https://movie.douban.com/subject/25899507/,2014-07-01(中国大陆),"['白客', '葛布', '易小星', '张本煜', '韩寒']",
万物理论,8,97660.0,https://movie.douban.com/subject/24815950/,2014-09-07(多伦多电影节),"['2014-11-26(美国)', '2015-01-01(英国)', '埃迪·雷德梅恩', '菲",http://www.imdb.com/title/tt2980516
万箭穿心,8.4,66384.0,https://movie.douban.com/subject/10537853/,2012-11-16(中国大陆),"['颜丙燕', '陈刚', '焦刚', '李现', '赵倩']",http://www.imdb.com/title/tt2513344
万能钥匙,7.8,145193.0,https://movie.douban.com/subject/1418752/,2005-07-29(英国),"['2005-08-12(美国)', '凯特·哈德森', '吉娜·罗兰兹', '约翰·赫特', '彼",http://www.imdb.com/title/tt0397101
三个和尚,8.6,50605.0,https://movie.douban.com/subject/1431699/,1982-02(西德),"['中国大陆', '徐景达', '马克宣', '20分钟', '动画']",http://www.imdb.com/title/tt0133191
三人行,6,60149.0,https://movie.douban.com/subject/26235349/,2016-06-24(中国大陆),"['2016-06-30(香港)', '赵薇', '古天乐', '钟汉良', '卢海鹏']",http://www.imdb.com/title/tt4379728
三傻大闹宝莱坞,9.1,596738.0,https://movie.douban.com/subject/3793023/,2009-12-25(印度),"['2011-12-08(中国大陆)', '阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙",http://www.imdb.com/title/tt1187043
三只小猪,7.6,10845.0,https://movie.douban.com/subject/1304978/,1933-05-27(美国),"['比利·布莱彻', '品托·考维格', 'Dorothy Compton', 'Mary Mode",http://www.imdb.com/title/tt0024660
三国,7.4,21125.0,https://movie.douban.com/subject/3237723/,2010-05-02(中国大陆),"['陈建斌', '陆毅', '于和伟', '于荣光', '康凯']",http://www.imdb.com/title/tt1514753
三国之见龙卸甲,5.1,39890.0,https://movie.douban.com/subject/1947091/,2008-04-03(中国大陆),"['刘德华', '洪金宝', '李美琪', '吴建豪', '濮存昕']",http://www.imdb.com/title/tt0882978
三国演义,9.2,35687.0,https://movie.douban.com/subject/1830528/,1994-10-23(中国大陆),"['唐国强', '孙彦军', '鲍国安', '李靖飞', '陆树铭']",http://www.imdb.com/title/tt0108914
三城记,6.1,16300.0,https://movie.douban.com/subject/24751764/,2015-08-27(中国大陆),"['刘青云', '汤唯', '秦海璐', '井柏然', '黄觉']",http://www.imdb.com/title/tt3682770
三少爷的剑,5.5,12156.0,https://movie.douban.com/subject/21350556/,2016-12-02(中国大陆),"['2016-10-21(罗马国际电影节)', '林更新', '何润东', '江一燕', '蒋梦婕'",http://www.imdb.com/title/tt5269396
三更,7.3,14851.0,https://movie.douban.com/subject/1307488/,2002-08-15(香港),"['黎明', '曾志伟', '原丽淇', '金惠秀', '郑宝石']",http://www.imdb.com/title/tt0324242
三枪拍案惊奇,4.6,70993.0,https://movie.douban.com/subject/3718447/,2009-12-11(中国大陆),"['2009-12-24(香港)', '小沈阳', '闫妮', '孙红雷', '倪大红']",http://www.imdb.com/title/tt1428556
三毛从军记,8.3,45929.0,https://movie.douban.com/subject/2132220/,1992-10(中国大陆),"['贾林', '魏宗万', '孙飞虎', '朱艺', '李颖']",http://www.imdb.com/title/tt5781778
上帝之城,8.9,142613.0,https://movie.douban.com/subject/1292208/,2002-05-18(戛纳电影节),"['2002-08-30(巴西)', '亚历桑德雷·罗德里格斯', 'Leandro Firmino",http://www.imdb.com/title/tt0317248
上帝也疯狂2,8.8,38133.0,https://movie.douban.com/subject/1294490/,1989-07-26 00:00:00,"['历苏', 'Lena Farugia', 'Hans Strydom', '博茨瓦纳', '南非",http://www.imdb.com/title/tt0097443
上帝保佑美国,7.8,29850.0,https://movie.douban.com/subject/6768838/,2012-05-11(美国),"['2011-09-09(加拿大多伦多国际电影节)', '乔尔·默里', '塔拉·林内·巴尔', '",http://www.imdb.com/title/tt1912398
下一站…天后,6.5,24557.0,https://movie.douban.com/subject/1299649/,2003-03-13(香港),"['蔡卓妍', '陈小春', '余文乐', '周丽淇', '韩君婷']",http://www.imdb.com/title/tt0366371
下妻物语,7.9,43213.0,https://movie.douban.com/subject/1388175/,2004-05-29(日本),"['深田恭子', '土屋安娜', '宫迫博之', '筱原凉子', '阿部隆史']",http://www.imdb.com/title/tt0416220
下流祖父,6.3,11343.0,https://movie.douban.com/subject/24325872/,2016-01-22(美国),"['罗伯特·德尼罗', '扎克·埃夫隆', '奥布瑞·普拉扎', '佐伊·达奇', '朱莉安·浩夫'",http://www.imdb.com/title/tt1860213
不一样的天空,8.6,73526.0,https://movie.douban.com/subject/1301617/,1993-12-17(美国),"['约翰尼·德普', '莱昂纳多·迪卡普里奥', '朱丽叶特·刘易斯', '玛丽·斯汀伯根', '达",http://www.imdb.com/title/tt0108550
不可饶恕,7.7,23191.0,https://movie.douban.com/subject/3992381/,2010-01-07(韩国),"['薛耿求', '韩惠珍', '柳昇范', '韩国', '金亨俊']",http://www.imdb.com/title/tt1662557
不结婚,8.1,28747.0,https://movie.douban.com/subject/11614086/,2012-10-11(日本),"['菅野美穗', '天海祐希', '玉木宏', '小市慢太郎', '三吉彩花']",http://www.imdb.com/title/tt2354704
不见不散,7.8,86852.0,https://movie.douban.com/subject/1307014/,1998-12-24(中国大陆),"['葛优', '徐帆', '中国大陆', '冯小刚', '103分钟']",http://www.imdb.com/title/tt0199354
不请自来,6.7,12092.0,https://movie.douban.com/subject/2127788/,2009-01-30 00:00:00,"['艾米莉·布朗宁', '阿莉尔·凯贝尔', '伊丽莎白·班克斯', '大卫·斯特雷泽恩', 'Ma",http://www.imdb.com/title/tt0815245
与时尚同居,5.6,24863.0,https://movie.douban.com/subject/6101834/,2011-10-21(中国大陆),"['周渝民', '徐若瑄', '乔任梁', '谭咏麟', '春晓']",http://www.imdb.com/title/tt2106763
与歌同行,7.8,10965.0,https://movie.douban.com/subject/1422922/,2005-11-18(美国),"['杰昆·菲尼克斯', '瑞茜·威瑟斯彭', '罗伯特·帕特里克', 'Shelby Lynne',",http://www.imdb.com/title/tt0358273
与犯罪的战争：坏家伙的全盛时代,7.7,20276.0,https://movie.douban.com/subject/5924362/,2012-02-02(韩国),"['崔岷植', '河正宇', '赵震雄', '马东锡', '金英善']",http://www.imdb.com/title/tt2082221
与狼共舞,8.9,50665.0,https://movie.douban.com/subject/1293764/,1990-11-21 00:00:00,"['凯文·科斯特纳', '玛丽·麦克唐纳', '格雷厄姆·格林', '美国', '凯文·科斯特纳']",http://www.imdb.com/title/tt0099348
丑女大翻身,7.1,97909.0,https://movie.douban.com/subject/2037796/,2006-12-14(韩国),"['金雅中', '朱镇模', '林玄植', '金贤淑', '李汉威']",http://www.imdb.com/title/tt0940642
丑女贝蒂第一季,7.8,18182.0,https://movie.douban.com/subject/1889299/,2006-09-28(美国),"['亚美莉卡·费雷拉', '埃里克·马比斯', '托尼·普拉纳', '阿娜·奥缇兹', '贝基·纽顿",http://www.imdb.com/title/tt0805669
世界之战,6.5,43035.0,https://movie.douban.com/subject/1309044/,2005-06-29(美国),"['2005-08-25(中国大陆)', '汤姆·克鲁斯', '达科塔·范宁', '米兰达·奥图',",http://www.imdb.com/title/tt0407304
世界因爱而生,8.4,12704.0,https://movie.douban.com/subject/3728249/,Erin McGrane,"['Brian Paulette', '美国', 'Bruce Branit', '9分15秒', ",http://www.imdb.com/title/tt1419113
世界尽头,7.3,33068.0,https://movie.douban.com/subject/3026572/,2013-07-19(英国),"['西蒙·佩吉', '尼克·弗罗斯特', '帕迪·康斯戴恩', '马丁·弗瑞曼', '埃迪·马森']",http://www.imdb.com/title/tt1213663
世界末日,6.8,34212.0,https://movie.douban.com/subject/3104798/,2013-06-12(美国),"['塞斯·罗根', '詹姆斯·弗兰科', '乔纳·希尔', '杰伊·巴鲁切尔', '丹尼·麦克布耐德",http://www.imdb.com/title/tt1245492
世贸中心,6.5,15498.0,https://movie.douban.com/subject/1478063/,2006-08-09(美国),"['2006-11-10(中国大陆)', '玛丽亚·贝罗', '尼古拉斯·凯奇', '玛吉·吉伦哈尔",http://www.imdb.com/title/tt0469641
东京教父,8.8,37368.0,https://movie.douban.com/subject/1310177/,2003-11-08 00:00:00,"['江守彻', '冈本绫', '梅垣义明', '饭塚昭三', '石丸博也']",http://www.imdb.com/title/tt0388473
东成西就2011,3.9,44846.0,https://movie.douban.com/subject/6068516/,2011-11-24(中国大陆),"['陈奕迅', '莫文蔚', '钟镇涛', '黄奕', '郑伊健']",http://www.imdb.com/title/tt2091885
东邪西毒,8.5,222804.0,https://movie.douban.com/subject/1292328/,1994-09-17(中国大陆),"['张国荣', '张曼玉', '梁朝伟', '林青霞', '张学友']",http://www.imdb.com/title/tt0109688
东邪西毒：终极版,8.6,80097.0,https://movie.douban.com/subject/3726072/,2008-05-18(戛纳电影节),"['2009-03-26(中国大陆)', '张国荣', '张曼玉', '梁朝伟', '林青霞']",
东郭先生,7.9,15799.0,https://movie.douban.com/subject/1431713/,中国大陆,"['虞哲光', '许秉铎', '10分钟', '动画', '短片']",
东风雨,5.4,17248.0,https://movie.douban.com/subject/3562446/,2010-04-21 00:00:00,"['柳云龙', '范冰冰', '竹本孝之', '李小冉', '于荣光']",http://www.imdb.com/title/tt1664641
两个只能活一个,7.8,10479.0,https://movie.douban.com/subject/1296623/,1997-05-10(香港),"['金城武', '李若彤', '卞宇民', '赵志诚', '蔡枫华']",http://www.imdb.com/title/tt0119818
两天一夜,7.5,13213.0,https://movie.douban.com/subject/21624974/,2014-05-20(戛纳电影节),"['2014-05-21(比利时/法国)', '玛丽昂·歌迪亚', '法布里齐奥·罗吉恩 ', '奥",http://www.imdb.com/title/tt2737050
两杆大烟枪,9,249678.0,https://movie.douban.com/subject/1293350/,1998-08-28(英国),"['杰森·弗莱明', '德克斯特·弗莱彻', '尼克·莫兰', '杰森·斯坦森', '斯蒂文·麦金托",http://www.imdb.com/title/tt0120735
