genres,name,rating,ratingCount,imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
Animation Short,Alike  ,7.4,334,http://www.imdb.com/title/tt5293824,1510,7.8,25120,相似,(评价人数不足),,https://movie.douban.com/subject/26728720/,2015-11-06 00:00:00,"['西班牙', 'Rafa Cano Méndez', 'Daniel Martínez Lara'"
Comedy Drama Mystery,D'après une histoire vraie  ,6.1,95,http://www.imdb.com/title/tt5893264,72,7.0,25189,真事改编,(尚未上映),,https://movie.douban.com/subject/26838395/,艾玛纽尔·塞尼耶,"['伊娃·格林', '法国', '罗曼·波兰斯基', '真事改编', '剧情']"
Documentary Talk-Show,A Ball Can Change the World             ,9.3,29,http://www.imdb.com/title/tt4110142,162,9.6,25280,真相访谈第三季,(评价人数不足),,https://movie.douban.com/subject/26348983/,2014-10-05 00:00:00,"['阿米尔·汗', '印度', 'www.satyamevjayate.in', 'Satyajit"
Horror Sci-Fi Thriller,Rupture  ,4.8,2743,http://www.imdb.com/title/tt4578118,37,4.5,25393,破裂,(评价人数不足),,https://movie.douban.com/subject/26390625/,努米·拉佩斯,"['彼得·斯特曼', '凯瑞·碧许', '迈克尔·切克利斯', '阿里•米伦', 'Morgan K"
Drama,Hamon: Futari no yakubyô-gami  ,6.1,28,http://www.imdb.com/title/tt5126042,430,6.2,25400,破门,(尚未上映),,https://movie.douban.com/subject/26643906/,2017-01-28(日本),"['佐佐木藏之介', '横山裕', '北川景子', '桥爪功', '国村隼']"
Comedy,Success Failure             ,8.3,788,http://www.imdb.com/title/tt5654084,7240,9.2,25407,硅谷第四季,(尚未上映),,https://movie.douban.com/subject/26776807/,2017-04(美国),"['托马斯·米德蒂奇', 'T·J·米勒', '扎克·伍兹', '库梅尔·南贾尼', '马丁·斯塔尔"
Documentary,La sociologie est un sport de combat  ,7.6,216,http://www.imdb.com/title/tt0271793,33,9.0,25453,社会学是种武术,(评价人数不足),,https://movie.douban.com/subject/3013846/,2001-05-02 00:00:00,"['Pierre Bourdieu', '法国', 'Pierre Carles', '140分钟'"
Drama Thriller War,The Wall  ,6.4,1686,http://www.imdb.com/title/tt4218696,64,6.5,25459,祈祷墙,(尚未上映),,https://movie.douban.com/subject/26761688/,2017-03-10(美国),"['亚伦·泰勒-约翰逊', '约翰·塞纳', 'Laith Nakli', '美国', '道格·里曼"
Animation Action Adventure,Despicable Me 3  ,6.4,19135,http://www.imdb.com/title/tt3469046,66531,7.0,25479,神偷奶爸3,(尚未上映),,https://movie.douban.com/subject/25812712/,2017-06-30(美国),"['史蒂夫·卡瑞尔', '克里斯汀·韦格', '崔·帕克', '米兰达·卡斯格拉夫', '拉塞尔·布"
Crime Drama Mystery,An Exercise in Fatality             ,7.6,1276,http://www.imdb.com/title/tt0072802,39,8.9,25578,神探可伦坡第四季,(评价人数不足),,https://movie.douban.com/subject/10555296/,1972-09-15(美国),"['彼得·法尔克', '美国', '伯纳德·L ·科瓦尔斯基', '神探可伦坡', '70-100分"
Crime Drama Mystery,The Six Thatchers             ,7.7,17030,http://www.imdb.com/title/tt3538760,70043,8.2,25584,神探夏洛克第四季,(尚未上映),,https://movie.douban.com/subject/25750923/,2017-01-01(英国),"['本尼迪克特·康伯巴奇', '马丁·弗瑞曼', '安德鲁·斯科特', '鲁珀特·格雷夫斯', '尤"
Adventure Drama Family,The Pilot             ,8.1,2457,http://www.imdb.com/title/tt5848216,1211,8.3,25659,神秘博士第十季,(尚未上映),,https://movie.douban.com/subject/26564640/,2017-04,"['彼得·卡帕尔蒂', '珀尔·麦基', '马特·卢卡斯', 'David Olawale Ayin"
Drama,Shen mi jia zu  ,5.6,36,http://www.imdb.com/title/tt4845078,6137,5.0,25678,神秘家族,(尚未上映),,https://movie.douban.com/subject/26292682/,2018(中国大陆),"['林依晨', '陈晓', '惠英红', '姜武', '蓝正龙']"
Action Thriller,Operation Delta Force  ,3.4,768,http://www.imdb.com/title/tt0119839,40,4.6,25737,神鬼奇兵,(评价人数不足),,https://movie.douban.com/subject/1299222/,1997-09-16 00:00:00,"['Jeff Fahey', 'Frank Grillo', '美国', 'Sam Firstenb"
Comedy Horror,Santa Clarita Diet             ,7.7,19290,http://www.imdb.com/title/tt5580540,9241,8.1,25750,祸福难料第一季,(尚未上映),,https://movie.douban.com/subject/26754624/,Drew Barrymore,"['Timothy Olyphant', '美国', '', '祸福难料', '喜剧']"
Animation,Akiba's Trip: The Animation             ,6.7,36,http://www.imdb.com/title/tt6478612,266,6.3,25879,秋叶原之旅-THEANIMETION,(尚未上映),,https://movie.douban.com/subject/26877246/,2017-01-04 00:00:00,"['石谷春贵', '高桥李依', '高野麻美', '长久友纪', '久野美咲']"
Drama Romance,Penny Serenade  ,7.2,4901,http://www.imdb.com/title/tt0034012,43,7.5,25895,秋缠断肠记,(评价人数不足),,https://movie.douban.com/subject/1298055/,1941-04-24(美国),"['艾琳·邓恩', '加里·格兰特', '比尤拉·邦蒂', '美国', '乔治·史蒂文斯']"
Crime Drama,The Fall             ,8.1,228,http://www.imdb.com/title/tt4673468,44,7.1,25956,秘密与谎言第二季,(评价人数不足),,https://movie.douban.com/subject/26384763/,2016-09-25(美国),"['迈克尔·伊雷', '朱丽叶特·刘易斯', '查理·班尼特', '乔丹娜·布鲁斯特', '肯尼·约"
Thriller,Secret City             ,7.3,612,http://www.imdb.com/title/tt4976512,30,7.6,25957,秘密之城第一季,(评价人数不足),,https://movie.douban.com/subject/26766159/,2016-06-05(澳大利亚),"['阿利克斯·迪米崔德斯', '安娜·托芙', '杰基·韦佛', '澳大利亚', 'www.show"
Drama Family History,Oorlogsgeheimen  ,7.1,1321,http://www.imdb.com/title/tt2371158,240,8.0,25969,秘密的战争,(评价人数不足),,https://movie.douban.com/subject/25927683/,2014-07-03 00:00:00,"['Maas Bronkhuyzen', 'Joes Brauers', 'Pippa Allen'"
Comedy Romance,Suddenly Twenty  ,7.2,111,http://www.imdb.com/title/tt6141374,1012,7.1,26162,突然20岁,(评价人数不足),,https://movie.douban.com/subject/26882440/,2016-11-24(泰国),"['黛薇卡・霍内', 'Kritsanapoom Pibulsonggram', '萨哈拉·桑卡布理"
Documentary Action Adventure,The Fourth Phase  ,7.1,882,http://www.imdb.com/title/tt5226436,37,8.7,26401,第四阶段,(评价人数不足),,https://movie.douban.com/subject/26868383/,2016-10-02(日本),"['Travis Rice', '杰里米·琼斯', 'Mark Landvik', 'Ben Fer"
Animation Action Comedy,Milo Murphy's Law             ,8.1,564,http://www.imdb.com/title/tt5439480,40,9.2,26478,米洛·墨菲的法则,(评价人数不足),,https://movie.douban.com/subject/26804581/,帕梅拉·阿德龙,"['戴德里克·巴德', '迪·布拉雷·贝克尔', '塞布丽娜·卡彭特', '萨拉·乔克', '格雷格"
Drama Horror Mystery,Schizoid  ,5.0,530,http://www.imdb.com/title/tt0081459,51,7.8,26543,精神病患者,(评价人数不足),,https://movie.douban.com/subject/3347192/,1980-09(美国),"['克劳斯·金斯基', 'Donna Wilkes', '玛丽亚娜·希尔', '美国', 'Davi"
Animation Action Adventure,Sonic X             ,6.1,2428,http://www.imdb.com/title/tt0367413,39,6.6,26587,索尼克X,(评价人数不足),,https://movie.douban.com/subject/1940482/,2003-06-04~2004-28-03,"['日本', '索尼克 X', '儿童', '喜剧', '动作']"
Crime Drama Thriller,Pink  ,8.3,23721,http://www.imdb.com/title/tt5571734,176,8.2,26688,红粉惊魂,(评价人数不足),,https://movie.douban.com/subject/26772052/,2016-09-16(印度),"['阿米达普·巴强', '印度', 'Bhaskar Roy Chowdhury', '136分钟'"
Drama,Club der roten Bänder             ,8.0,274,http://www.imdb.com/title/tt4942462,56,8.8,26694,红腕带俱乐部第一季,(评价人数不足),,https://movie.douban.com/subject/26787971/,2015-11-09 00:00:00,"['Timur Bartels', 'Luise Befort', 'Damian Hardung'"
Drama,The Son of Joseph  ,6.8,346,http://www.imdb.com/title/tt4741774,157,7.1,26763,约瑟夫之子,(评价人数不足),,https://movie.douban.com/subject/26420616/,2016-04-20(法国),"['2016-02-12(柏林电影节)', '马修·阿马立克', '法布里齐奥·罗吉恩 ', 'Vi"
Drama Music Romance,Souvenir  ,6.2,352,http://www.imdb.com/title/tt2387692,233,7.2,26886,纪念,(评价人数不足),,https://movie.douban.com/subject/25833441/,2016-12-21(法国),"['伊莎贝尔·于佩尔', '凯文·阿札伊斯', '约翰·雷森', '比利时', '卢森堡']"
Drama,Chapter 53             ,8.5,1975,http://www.imdb.com/title/tt5419058,12296,7.5,26951,纸牌屋第五季,(尚未上映),,https://movie.douban.com/subject/26718795/,2017-02-24(美国),"['凯文·史派西', '罗宾·怀特', '美国', '埃里克·萨哈罗夫', '纸牌屋']"
Musical Romance,Kaagaz Ke Phool  ,8.2,1472,http://www.imdb.com/title/tt0052954,38,7.9,26957,纸花,(评价人数不足),,https://movie.douban.com/subject/2264801/,1984-11-28 00:00:00,"['Waheeda Rehman', 'Guru Dutt', 'Kumari Naaz', '印度"
Documentary Horror,Rats  ,6.5,965,http://www.imdb.com/title/tt4033926,51,7.1,26995,纽约鼠患,(评价人数不足),,https://movie.douban.com/subject/26857719/,2016-09(加拿大),"['美国', '摩根·史柏路克', '纽约鼠患', '纪录片', 'Robert Sullivan'"
Documentary Music,Bird on a Wire  ,7.6,294,http://www.imdb.com/title/tt0251613,35,9.3,26999,线上孤鸟,(评价人数不足),,https://movie.douban.com/subject/4919234/,1974-07-05 00:00:00,"['莱昂纳德·科恩', '英国', 'Tony Palmer', '95分钟', '线上孤鸟']"
Action Crime Thriller,Boyka: Undisputed  ,7.3,12046,http://www.imdb.com/title/tt3344680,5047,6.9,27057,终极斗士4,(评价人数不足),,https://movie.douban.com/subject/26577541/,2016-09-22(奇幻电影节)/2017-01-17(DVD发行),"['斯科特·阿金斯', 'Teodora Duhovnikova', '阿隆·阿布布尔', 'Jul"
Documentary Short,A Trip Through China  ,7.1,11,http://www.imdb.com/title/tt0008696,241,6.7,27097,经过中国,(评价人数不足),,https://movie.douban.com/subject/4197314/,美国,"['Benjamin Brodsky', '108分钟', '经过中国', '纪录片', '无对白'"
Thriller,Kidnap  ,6.1,5432,http://www.imdb.com/title/tt1458169,138,5.8,27099,绑架,(评价人数不足),,https://movie.douban.com/subject/3808583/,2016-12-02(美国),"['哈莉·贝瑞', '罗伯特·沃克·布兰乔德', '丹娜·格瑞尔', '卢·坦普尔', '克里斯托弗"
Comedy,Jue shi gao shou  ,5.2,13,http://www.imdb.com/title/tt7121588,26705,6.6,27154,绝世高手,(尚未上映),,https://movie.douban.com/subject/26754831/,2017-07(中国大陆),"['卢正雨', '郭采洁', '范伟', '蔡国庆', '陈冲']"
Action Drama History,Brotherhood of Blades II: The Infernal Battlefield  ,7.4,47,http://www.imdb.com/title/tt7055592,38417,7.7,27240,绣春刀II：修罗战场,(尚未上映),,https://movie.douban.com/subject/26270502/,2017-07(中国大陆),"['张震', '杨幂', '张译', '雷佳音', '辛芷蕾']"
Drama Romance,Greener Mountains  ,6.8,80,http://www.imdb.com/title/tt0415877,34,6.3,27307,绿山之恋,(评价人数不足),,https://movie.douban.com/subject/5227492/,Nick Daley,"['Chris Heuisler', 'Kimberly McCullough', '美国', 'L"
Drama,La academia de las musas  ,7.1,317,http://www.imdb.com/title/tt4944506,69,7.4,27376,缪斯学院,(评价人数不足),,https://movie.douban.com/subject/26550390/,2015-08-08(诺迦洛电影节),"['Rosa Delor', 'Emanuela Forgetta', 'Patricia Gil'"
Comedy Fantasy Romance,Slash  ,5.8,763,http://www.imdb.com/title/tt4729990,82,6.2,27387,网文少年,(评价人数不足),,https://movie.douban.com/subject/26699276/,2016-03-13(美国),"['Michael Johnston', '汉娜·马克斯', '米西·派勒', '美国', '克雷·"
Documentary Biography Drama,Roman Empire: Reign of Blood             ,6.7,1169,http://www.imdb.com/title/tt6233538,99,6.6,27468,罗马帝国：鲜血的统治第一季,(评价人数不足),,https://movie.douban.com/subject/26914320/,2016-11-11 00:00:00,"['肖恩·宾', '美国', '', '45分钟', '罗马帝国：鲜血的统治']"
Documentary History,Rome's Invisible City  ,6.8,29,http://www.imdb.com/title/tt5304248,38,8.5,27477,罗马隐藏的城市,(评价人数不足),,https://movie.douban.com/subject/26811227/,亚历山大·阿姆斯特朗,"['Michael Scott', '英国', 'Harvey Lilley', '罗马隐藏的城市'"
Drama,Utsukushii hoshi  ,6.0,46,http://www.imdb.com/title/tt5512160,44,8.1,27533,美丽之星,(尚未上映),,https://movie.douban.com/subject/26735282/,2017-05(日本),"['中川雅也', '龟梨和也', '桥本爱', '中岛朋子', '日本']"
Biography Drama War,Story of G.I. Joe  ,7.4,2403,http://www.imdb.com/title/tt0038120,32,6.9,27628,美国大兵乔的故事,(评价人数不足),,https://movie.douban.com/subject/1303307/,1945-06-18 00:00:00,"['布吉斯·梅迪斯', '罗伯特·米彻姆', '弗莱迪·斯蒂勒', '美国', '威廉·A·韦尔曼'"
Documentary,Great American Railroad Journeys             ,7.9,56,http://www.imdb.com/title/tt5378198,36,7.5,27690,美国铁路之旅,(评价人数不足),,https://movie.douban.com/subject/26720062/,2016-02-01 00:00:00,"['Michael Portillo', '英国', 'Tom Richardson', '', '"
Comedy Fantasy,Mei hao de yi wa  ,7.0,40,http://www.imdb.com/title/tt6797204,4688,5.5,27725,美好的意外,(尚未上映),,https://movie.douban.com/subject/26382962/,2017-03-17(中国大陆),"['桂纶镁', '王景春', '欧阳娜娜', '王元也', '陈坤']"
Horror Romance Thriller,Birdemic: Shock and Terror  ,1.8,15979,http://www.imdb.com/title/tt1316037,46,3.9,27818,群鸟：震惊和恐怖,(评价人数不足),,https://movie.douban.com/subject/4293314/,Alan Bagh,"['Whitney Moore', 'Tippi Hedren', 'Janae Caster', "
Adult Comedy Crime,The Jade Pussycat  ,7.1,86,http://www.imdb.com/title/tt0125269,36,4.7,27837,翡翠波斯猫,(评价人数不足),,https://movie.douban.com/subject/4158980/,Linda Wong,"['乔治娜·斯派温', '邦妮·哈乐黛', '美国', 'Bob Chinn', '80 分钟']"
Comedy Horror,Attack of the Lederhosen Zombies  ,4.4,895,http://www.imdb.com/title/tt3569970,142,4.4,28104,背带短裤丧尸来袭,(评价人数不足),,https://movie.douban.com/subject/26318125/,2016-10-28(英国),"['Gabriela Marcinkova', '劳里·卡尔弗特', 'Oscar Dyekjær "
Horror,Satsu satsu (ayame)  ,5.1,59,http://www.imdb.com/title/tt0121141,36,3.2,28204,自杀娃娃,(评价人数不足),,https://movie.douban.com/subject/10481110/,日本,"['Tamakichi Anaru', '自杀娃娃', '恐怖', '日语']"
Documentary,"Killer Whales, Beneath the Surface             ",8.0,8,http://www.imdb.com/title/tt3300472,42,9.0,28222,自然世界：虎鲸真面目,(评价人数不足),,https://movie.douban.com/subject/25777356/,2013-10-25 00:00:00,"['Alec Newman', '英国', 'www.bbc.co.uk/programmes/p0"
Action Sci-Fi,Reset  ,6.1,62,http://www.imdb.com/title/tt5342650,21413,5.0,28286,致命倒数,(尚未上映),,https://movie.douban.com/subject/26667056/,2018(中国大陆),"['杨幂', '霍建华', '金士杰', '刘畅', '张艺瀚 ']"
Animation Biography Crime,Loving Vincent  ,8.5,112,http://www.imdb.com/title/tt3262342,653,9.1,28351,致梵高的爱,(尚未上映),,https://movie.douban.com/subject/25837262/,2017(英国),"['西尔莎·罗南', '艾丹·特纳', '海伦·麦克洛瑞', '克里斯·奥多德', '埃莉诺·汤姆林"
Documentary Biography,Dancer  ,7.9,1118,http://www.imdb.com/title/tt5097070,103,8.2,28403,舞者,(评价人数不足),,https://movie.douban.com/subject/26720946/,2016-09-16 00:00:00,"['Sergei Polunin', '英国', '美国', '俄罗斯', '乌克兰']"
Horror,Reipu zonbi: Lust of the dead - kurôn miko taisen  ,5.6,30,http://www.imdb.com/title/tt3654212,43,4.6,28438,色欲之死4,(评价人数不足),,https://movie.douban.com/subject/25986167/,2014-09-03(日本),"['藤浦惠', '桃葉（ももは）', '亚纱美', '相川优衣', '日本']"
Drama Romance,Kashin  ,6.0,13,http://www.imdb.com/title/tt5741848,1108,5.7,28640,花芯,(评价人数不足),,https://movie.douban.com/subject/26757826/,2016-08-06(日本),"['村川绘梨', '林遣都', '安藤政信', '藤本泉', '落合扶树']"
Drama Mystery Sci-Fi,Safe             ,8.5,699,http://www.imdb.com/title/tt5312444,3026,9.2,28683,苍穹浩瀚第二季,(尚未上映),,https://movie.douban.com/subject/26675245/,2017-01-17(美国),"['休·狄伦', '阿莱克斯·伍兹', 'Jonathan Whittaker', '美国', '布"
Action,Viraat  ,6.0,82,http://www.imdb.com/title/tt3686256,31,4.7,28765,英明神武维拉特,(评价人数不足),,https://movie.douban.com/subject/26929069/,2016-01-29(印度),"['Darshan Thoogudeep', 'Isha Chawla', 'Vidisha', '"
Romance Sci-Fi,Attraction  ,5.3,3210,http://www.imdb.com/title/tt4731148,3380,5.0,28958,莫斯科陷落,(尚未上映),,https://movie.douban.com/subject/26796845/,2017-02(中国大陆),"['2017-01-26(俄罗斯)', '欧列格·缅希科夫', 'Alexander Petrov'"
Animation Adventure Fantasy,Savva. Serdtse voina  ,4.4,638,http://www.imdb.com/title/tt4075322,304,5.4,29049,萨瓦传奇,(评价人数不足),,https://movie.douban.com/subject/26210985/,米拉·乔沃维奇,"['莎朗·斯通', '乔·佩西', '乌比·戈德堡', '吉姆·库宁斯', '俄罗斯']"
Animation Adventure Comedy,Smurfs: The Lost Village  ,5.9,6991,http://www.imdb.com/title/tt2398241,7720,6.4,29153,蓝精灵3：失落的村庄,(尚未上映),,https://movie.douban.com/subject/19899718/,2017-04-07(美国),"['乔·曼根尼罗', '曼迪·帕廷金', '黛米·洛瓦托', '雷恩·威尔森', '杰克·麦克布瑞尔"
Thriller,A Patch of Fog  ,6.5,593,http://www.imdb.com/title/tt2181282,253,7.2,29227,薄雾,(评价人数不足),,https://movie.douban.com/subject/26355019/,2015-09-11(多伦多电影节),"['拉娜·普尔弗', '康勒斯·希尔', '斯蒂芬·格拉汉姆', '伊恩·麦克尔希尼', '阿舍尔·"
Documentary,Liberty in Restraint  ,7.4,31,http://www.imdb.com/title/tt0439673,34,6.8,29269,虐恋的自由,(评价人数不足),,https://movie.douban.com/subject/3224115/,2005-09-16 00:00:00,"['Noel Graydon', '澳大利亚', 'Michael Ney', '90 分钟', '"
Animation Sci-Fi,Gyakusatsu kikan  ,7.0,58,http://www.imdb.com/title/tt3615160,110,7.7,29270,虐杀器官,(尚未上映),,https://movie.douban.com/subject/25850715/,2017-02-03(日本),"['中村悠一', '三上哲', '石川界人', '梶裕贵', '小林沙苗']"
Action Adventure Sci-Fi,Spider-Man: Homecoming  ,8.0,105029,http://www.imdb.com/title/tt2250912,5183,7.9,29380,蜘蛛侠：英雄归来,(尚未上映),,https://movie.douban.com/subject/24753477/,2017-07-05(美国),"['汤姆·霍兰德', '小罗伯特·唐尼', '玛丽莎·托梅', '迈克尔·基顿', '赞达亚']"
Horror,Blood and Sex Nightmare  ,3.4,330,http://www.imdb.com/title/tt1237863,35,3.9,29528,血性恶梦,(评价人数不足),,https://movie.douban.com/subject/3250902/,2008-08-05 00:00:00,"['Jeremiah Bruckart ... Punker', 'Tina Krause ... "
