imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
,78,5.9,20242,橘色奇迹-未来-,(评价人数不足),,https://movie.douban.com/subject/26884416/,2016-11-18 00:00:00,"['花泽香菜', '山下诚一郎', '古川慎', '高森奈津美', '衣川里佳']"
,,,20244,橙色阳光,(评价人数不足),,https://movie.douban.com/subject/26910348/,美国,"['William A. Kirkley', '105分钟', '橙色阳光', '纪录片', 'Wi"
,,,20252,橱窗人生,(评价人数不足),,https://movie.douban.com/subject/26904394/,2016-11-25(台湾),"['曾珮瑜', '许腾介', '洪胜德', '陈为民', '张家瑜']"
,31,7.5,20267,欢乐再满屋第一季,(评价人数不足),,https://movie.douban.com/subject/25978127/,2016-02-26(美国),"['朱迪·斯维汀', '坎达丝·卡梅隆·玻儿', '约翰·斯塔莫斯', '安德烈·巴伯', '鲍勃·"
,10507,2.5,20275,欢乐喜剧人,(尚未上映),,https://movie.douban.com/subject/26850326/,2017-01-28(中国大陆),"['郭德纲', '岳云鹏', '罗温·艾金森', '艾伦', '张小斐']"
,,,20302,欢快的骨架,(评价人数不足),,https://movie.douban.com/subject/10573649/,法国,"['Auguste Lumière', 'Louis Lumière', '1分钟', '欢快的骨架"
,168,7.2,20304,欢迎光临哈特曼一家,(评价人数不足),,https://movie.douban.com/subject/26905809/,2016-11-03 (德国),"['森塔·伯格', 'Heiner Lauterbach', 'Palina Rojinski', "
,,,20312,欢迎来到圣保罗,(评价人数不足),,https://movie.douban.com/subject/1547185/,2004-11-02 00:00:00,"['卡耶塔诺·费洛索', '巴西', '吉田喜重', '蔡明亮', 'Leon Cakoff']"
,63,7.2,20316,欢迎来到马尔利戈蒙,(评价人数不足),,https://movie.douban.com/subject/26815265/,2016-06-08(法国),"['马克·泽戈', 'Aïssa Maïga', 'Kamini Zantoko', 'Médina"
,,,20321,欣快,(尚未上映),,https://movie.douban.com/subject/26789025/,艾丽西亚·维坎德,"['伊娃·格林', '夏洛特·兰普林', '查尔斯·丹斯', '马克·斯坦利', '艾德里安·莱斯特"
,,,20323,欧也妮葛兰台,(评价人数不足),,https://movie.douban.com/subject/4216031/,Mikhail Kozakov,"['Semyon Mezhinsky', 'Ariadna Shengelaya', '苏联', '"
,,,20327,欧洲攻略,(尚未上映),,https://movie.douban.com/subject/26351812/,梁朝伟,"['吴亦凡', '唐嫣', '杜鹃', '谢婷婷', '中国大陆']"
,,,20347,欲望72小时,(评价人数不足),,https://movie.douban.com/subject/26748006/,张姝妹,"['陈凯瑞', '浩然', '中国大陆', '宣扬', '70分钟']"
,37,3.7,20351,欲望出租房,(评价人数不足),,https://movie.douban.com/subject/26760814/,2016-04-18 00:00:00,"['朱永媛', '李昊天', '中国大陆', '吴明生', '78分钟']"
,,,20358,欲望熊市3,(评价人数不足),,https://movie.douban.com/subject/26698087/,2016(美国),"['凯茜·纳基麦', '克里斯·萨尔瓦多', '杰拉德·迈克库劳奇', '蒂姆·胡勃尔', 'Lau"
,,,20369,欲求满屋,(评价人数不足),,https://movie.douban.com/subject/3447556/,2001-09-14 00:00:00,"['Joe Phillips', 'Jason Rodriguez', '美国', 'Joe Phi"
,,,20371,欲火青春,(评价人数不足),,https://movie.douban.com/subject/26938190/,2016-12-16(中国大陆),"['刘薇', '李夏佩', '吴昊阳', '周大可', '崔怀文']"
,31,2.3,20372,欲爱,(评价人数不足),,https://movie.douban.com/subject/26813322/,蒋德亮,"['孔祥伟', '中国大陆', 'King', '70分钟']"
,,,20390,歌王歌后,(评价人数不足),,https://movie.douban.com/subject/4271795/,1970-09-11 00:00:00,"['青山', '秦蜜', '姚苏蓉', '台湾', '丁善玺']"
,,,20397,止住的芬芳,(评价人数不足),,https://movie.douban.com/subject/2083953/,2004-11-05 00:00:00,"['加拿大', '英国', 'Gail Harvey', '96 分钟', '止住的芬芳']"
,,,20404,正义联盟,(尚未上映),,https://movie.douban.com/subject/2158490/,2017-11-17(美国),"['本·阿弗莱克', '亨利·卡维尔', '盖尔·加朵', '杰森·莫玛', '艾米·亚当斯']"
,,,20405,正义联盟(下),(尚未上映),,https://movie.douban.com/subject/26147395/,亨利·卡维尔,"['本·阿弗莱克', '盖尔·加朵', '美国', '扎克·施奈德', '正义联盟(下)']"
,60,8.1,20411,正义联盟行动,(评价人数不足),,https://movie.douban.com/subject/26722602/,2016-11-27(英国),"['2016-12-16(美国)', '凯文·康瑞', '马克·哈米尔', '詹姆斯·伍兹', '戴"
,,,20419,正义联盟：神明与怪物编年史第二季,(尚未上映),,https://movie.douban.com/subject/26717056/,迈克尔·C·豪尔,"['美国', '正义联盟：神明与怪物编年史', '6分钟', '正义联盟：神明与怪物编年史', '动"
,39,7.7,20429,正版，盗版,(评价人数不足),,https://movie.douban.com/subject/2357294/,Danger Mouse,"['Lawrence Lessig', '丹麦', 'www.goodcopybadcopy.net"
,,,20435,正面蕉疯,(评价人数不足),,https://movie.douban.com/subject/7015785/,Fredrik Gertten,"['亚历克斯·里维拉', 'Alfonso Allende', '美国', 'Fredrik Ger"
,,,20438,此房是我造,(尚未上映),,https://movie.douban.com/subject/26369884/,马特·狄龙,"['布鲁诺·甘茨', '丹麦', '法国', '德国', '瑞典']"
,,,20441,步上云霄,(评价人数不足),,https://movie.douban.com/subject/5341809/,1993年,"['陶泽如', '中国大陆', '普通话/国语']"
,,,20452,武仙,(评价人数不足),,https://movie.douban.com/subject/4306089/,石天龙,"['李鹏', '甄丽绫', '史红波', '中国大陆', '姜中元']"
,32,6.3,20458,武则天:中国被遗忘的皇帝,(评价人数不足),,https://movie.douban.com/subject/26829718/,2016-07-03 00:00:00,"['Rufus Sewell', '英国', '48m', '武则天:中国被遗忘的皇帝', '历史'"
,175,5.6,20459,武力2,(评价人数不足),,https://movie.douban.com/subject/26830275/,2016-11-17(印度),"['约翰·亚伯拉罕', '索娜什·辛哈 ', 'Tahir Raj Bhasin', '阿迪勒·侯赛"
,,,20462,武士之弓,(评价人数不足),,https://movie.douban.com/subject/24752696/,美国,"['natgeotv.com/asia/samurai-bow', 'John Wate', 'Ia"
,,,20473,武林外传2,(尚未上映),,https://movie.douban.com/subject/10583886/,中国大陆,"['喜剧', '宁财神']"
,,,20479,武林风,(评价人数不足),,https://movie.douban.com/subject/26843142/,2004-01,"['中国大陆', '武林风', '运动', '真人秀', '汉语普通话']"
,,,20493,歪歪兔和她的朋友们第二季,(评价人数不足),,https://movie.douban.com/subject/26935274/,2016-10-20(中国大陆),"['歪歪兔', '威威龙', '乖乖羊', '中国大陆', '刘舒']"
,,,20494,死、生等等,(评价人数不足),,https://movie.douban.com/subject/6801211/,印度,"['Arghya Basu', '81分钟', '死、生等等', '纪录片', 'Arghya Ba"
,,,20498,死亡7人组,(评价人数不足),,https://movie.douban.com/subject/26540463/,2016-04-01 00:00:00,"['尼克·卡特', '亚历山大·詹姆斯·迈克林', '乔伊·费通', '霍伊·多罗夫', '杰夫·迪"
,,,20502,死亡之拳,(评价人数不足),,https://movie.douban.com/subject/26839533/,2015-12-24(印度),"['Jeyam Ravi', '特丽莎·克里希南', 'Prakash Raj', '内森·琼斯',"
,,,20505,死亡五项,(评价人数不足),,https://movie.douban.com/subject/1294875/,1994-07-01 00:00:00,"['杜夫·龙格尔', '大卫·索尔', 'Renée Coleman', '美国', '布鲁斯玛姆斯"
,,,20512,死亡囚室,(评价人数不足),,https://movie.douban.com/subject/1462356/,2002-01-20 00:00:00,"['美国', 'David DeCoteau', 'USA: 73 分钟', '死亡囚室', '恐怖"
,,,20521,死亡尖叫，玛丽安娜,(评价人数不足),,https://movie.douban.com/subject/10779953/,Susan George,"['Barry Evans', 'Christopher Sandford', '英国', 'Pet"
,,,20534,死亡拼图,(尚未上映),,https://movie.douban.com/subject/3546539/,章子怡,"['美国', '张艺谋', '死亡拼图', '动作', '犯罪']"
,,,20536,死亡标靶,(评价人数不足),,https://movie.douban.com/subject/1299642/,Vladimir Oktavec,"['Avital Dicker', '芭芭拉·卡勒拉', '美国', 'Paul Nicholas "
,,,20537,死亡森林,(评价人数不足),,https://movie.douban.com/subject/4724008/,印度,"['拉姆·戈帕尔·维马', '死亡森林', '剧情', '恐怖', '悬疑']"
,,,20547,死亡短信,(评价人数不足),,https://movie.douban.com/subject/26933137/,2016-12-09(中国大陆),"['高登', '王瑞儿', '季子渊', '中国大陆', '韩东旭']"
,,,20549,死亡空间,(尚未上映),,https://movie.douban.com/subject/26648248/,美国,"['Damian X. Fulton', '吉尔莫·德尔·托罗', '约翰·卡朋特', '死亡空间'"
,,,20572,死亡预谋,(评价人数不足),,https://movie.douban.com/subject/1302687/,周里京,"['龚幼春', '王艳梅', '中国大陆', '李云东', '惊悚']"
,,,20582,死侍2,(尚未上映),,https://movie.douban.com/subject/26588308/,2018-01-12(美国),"['瑞恩·雷诺兹', '美国', '大卫·里奇', '死侍2', '喜剧']"
,,,20584,死刑台的旋律,(评价人数不足),,https://movie.douban.com/subject/2229169/,2007-03-30 00:00:00,"['亨利·方达 Prof. Tommy Turner (archive footage)', '托尼"
,,,20595,死在睡眠时的猎物,(评价人数不足),,https://movie.douban.com/subject/26333565/,2014-11-11 (美国),"['Chloe Amour', '杰登.杰米斯', '卡莉·蒙塔娜', 'Mia Malkova',"
,,,20598,死宅之地,(目前无 ),,https://movie.douban.com/subject/26757289/,保罗·路德,"['帕顿·奥斯瓦尔特', '瑞琪·琳德赫姆', '凯特 米库契', '美国', 'nerdlandm"
,35,6.7,20662,残酷噩梦,(评价人数不足),,https://movie.douban.com/subject/24736501/,Christian Nowak,"['Sebastian Zeglarski', 'Raul Maximilian von Preus"
,,,20666,殡仪馆学院,(评价人数不足),,https://movie.douban.com/subject/1950668/,美国,"['Michael Schroeder', '87 分钟', '殡仪馆学院', '喜剧', '英语'"
,,,20673,毁灭巫师,(评价人数不足),,https://movie.douban.com/subject/3250966/,1964-08-21 00:00:00,"['Joachim Fuchsberger', 'Heinz Drache', '西德', 'Alf"
,,,20680,毁灭舰潜艇大决战(港),(评价人数不足),,https://movie.douban.com/subject/5069301/,格伦·福特,"['美国', 'William A. Seiter', 'USA: 99 分钟', '毁灭舰潜艇大决"
,,,20697,每个人都有秘密,(评价人数不足),,https://movie.douban.com/subject/24840625/,2016-11-21(中国大陆),"['陈键锋', '江语晨', '巩新亮', '陈司翰', '梁冠华']"
,,,20702,每日100词,(评价人数不足),,https://movie.douban.com/subject/25977280/,2013-07-30 00:00:00,"['周峰年', '董雪', '中国大陆', '杨涵博', '14分钟']"
,,,20703,每次只和一个人,(评价人数不足),,https://movie.douban.com/subject/3591966/,Aubrey Nichols,"['Mimi Morgan', 'Lisa K. Loring', 'Jack Wright', '"
,,,20707,毒品世界逃生记,(评价人数不足),,https://movie.douban.com/subject/4831635/,Victoria Maurette,"['Karen Jin Beck', '美国', 'Albert Pyun', '82分钟', '毒"
,,,20720,毒液：真实的新闻,(评价人数不足),,https://movie.douban.com/subject/24879538/,2013-07-20 00:00:00,"['瑞恩·柯万腾', '美国', '乔·林奇', '17分钟', '毒液：真实的新闻']"
,,,20722,毒玫瑰,(评价人数不足),,https://movie.douban.com/subject/4324264/,1966-10-25 00:00:00,"['叶枫', '王侠', '文玲', '黄宗迅', '香港']"
,,,20729,毒蜘蛛,(评价人数不足),,https://movie.douban.com/subject/5052768/,美国,"['Stuart Hagmann', '毒蜘蛛', 'John Groves', '英语']"
,,,20740,比叡山延历寺：修行与教学的灵峰,(评价人数不足),,https://movie.douban.com/subject/21355791/,森田美由纪,"['日本', '110分钟', '比叡山延历寺：修行与教学的灵峰', '纪录片', '历史']"
,,,20742,比基尼勇士TV未放送第13话,(评价人数不足),,https://movie.douban.com/subject/26732308/,2015-12-19 00:00:00,"['日笠阳子', '植田佳奈', '加隈亚衣', 'たかはし智秋', '相马康一']"
,,,20744,比基尼女郎,(评价人数不足),,https://movie.douban.com/subject/2038363/,1958-10-24 00:00:00,"['Brigitte Bardot', '法国', 'Willy Rozier', '86 分钟',"
,,,20745,比基尼派对,(评价人数不足),,https://movie.douban.com/subject/26848532/,2016-08-04 00:00:00,"['马率', '李妍锡', '李玉龙', '陈玺羽', '熊珂']"
,,,20748,比尔的奇迹清单第一季,(评价人数不足),,https://movie.douban.com/subject/26335712/,Bill Weir,"['Philip Bloom', '美国', 'edition.cnn.com/shows/wond"
,26,7.1,20760,毕业旅行,(评价人数不足),,https://movie.douban.com/subject/26782657/,柳慧英,"['朴珠熙', '高庚杓', '安在洪', '韩国', '朴先珠']"
,,,20761,毕业晚会,(评价人数不足),,https://movie.douban.com/subject/26301703/,2014-10-09 00:00:00,"['Виктор Грудев', 'Кристина Исайкина', 'Яна Енжаев"
,,,20770,毕加索：生活清单,(评价人数不足),,https://movie.douban.com/subject/26634504/,法国,"['Hugues Nancy', '110分钟', '毕加索：生活清单', '传记', '纪录片']"
,,,20772,毛主席和百万文化革命大军在一起,(评价人数不足),,https://movie.douban.com/subject/26356175/,1966-08-31 00:00:00,"['中国大陆', '46分钟', '纪录片', '汉语普通话']"
,,,20778,毛虫的破绽,(尚未上映),,https://movie.douban.com/subject/26528401/,日本,"['宫崎骏', '毛虫的破绽', '动画', '短片']"
,,,20794,毛骗,(尚未上映),,https://movie.douban.com/subject/26680423/,杨羽,"['邵庄', '安宁', '邢冬冬', '黎伟', '汪小壹']"
,,,20801,毛骨悚然撞鬼经2003年特别篇,(评价人数不足),,https://movie.douban.com/subject/11516674/,2003-09-05(日本),"['稻垣吾郎', '仲间由纪惠', 'ユースケ・サンタマリア', '优香', '阿部宽']"
,,,20822,气息,(评价人数不足),,https://movie.douban.com/subject/24704976/,台湾,"['林青萱', '6分钟', '气息', '动画', '短片']"
,,,20831,水下呼吸,(评价人数不足),,https://movie.douban.com/subject/26748678/,2016-09-29(韩国),"['韩国', '高希英', '81分钟', '水下呼吸', '纪录片']"
,48,7.0,20844,水平线,(评价人数不足),,https://movie.douban.com/subject/26884916/,2016-09-30 00:00:00,"['Lindsey Coulson', '菲利普·格伦尼斯特', '罗伯·詹姆斯-克里尔', '诺埃"
,35,5.8,20857,水晶国传说初次旅行的冒险者们,(评价人数不足),,https://movie.douban.com/subject/5347153/,1995-07-29(日本),"['绿川光', '弥生みつき', '玉川纱己子', '小林清志', '关俊彦']"
,,,20883,水的故事第一季,(目前无 ),,https://movie.douban.com/subject/26774020/,法国,"['水的故事', '纪录片', '英语']"
,,,20888,水落石出2,(评价人数不足),,https://movie.douban.com/subject/26311882/,冯国庆,"['万泓杰', '龚朝', '乔雪凤', '中国大陆', '刘庆梅']"
,86,6.5,20897,永不放弃,(评价人数不足),,https://movie.douban.com/subject/26425530/,2015-07-18(韩国),"['2016-05-08(西班牙)', '2015-08-28(英国)', 'Angela Dixo"
,,,20909,永井豪のホラー劇場霧加神,(评价人数不足),,https://movie.douban.com/subject/25980430/,藤田芳子,"['長谷部香苗', '風見しんご', '石山雄大', '清水昭博', '日本']"
,,,20912,永存我的话语,(评价人数不足),,https://movie.douban.com/subject/26860787/,2015-10-22 00:00:00,"['维克托·苏霍卢科夫', 'Miriam Sekhon', 'Inna Churikova', '"
,,,20918,永恒的终结,(尚未上映),,https://movie.douban.com/subject/3289085/,美国,"['永恒的终结', '科幻', '英语']"
,,,20926,永葆青春的秘密,(评价人数不足),,https://movie.douban.com/subject/26627722/,2016-04-07 00:00:00,"['Angela Rippon', 'Chris van Tulleken', '英国', '', "
,,,20952,永远的长征,(评价人数不足),,https://movie.douban.com/subject/26899033/,2016-10-22 00:00:00,"['中国大陆', '48分钟', '永远的长征', '纪录片', '汉语普通话']"
,64,5.2,20955,永远闪耀,(评价人数不足),,https://movie.douban.com/subject/26635370/,麦肯兹·戴维斯,"['凯特琳·菲茨杰拉德', 'Khan Baykal', '简·亚当斯', '亚历山大·柯克', '"
,,,20970,求生者,(评价人数不足),,https://movie.douban.com/subject/24379805/,2016-12-18(中国大陆),"['陈旺林', '骆达华', '刘艺丹', '李欣然', '马文惠']"
,,,20997,汉水汉中,(评价人数不足),,https://movie.douban.com/subject/26842697/,2016-07-18(中国大陆),"['中国大陆', '26分钟', '汉水汉中', '纪录片', '汉语普通话']"
,,,20999,汉江怪物2,(尚未上映),,https://movie.douban.com/subject/3076035/,韩国,"['朴明千', '汉江怪物2', '恐怖', '宁浩 Hao Ning', '韩语']"
,,,21006,江口的故事,(评价人数不足),,https://movie.douban.com/subject/25881530/,2014-03-39,"['李栋旭', '朴珠美', '韩国', '洪成昌', '江口的故事']"
,,,21017,江湖人仕,(评价人数不足),,https://movie.douban.com/subject/26834367/,龙野久,"['李洪潇', '周辰', '中国大陆', '龙野久', '96分钟']"
,,,21033,污垢化为灰烬，肉体化为灰尘,(评价人数不足),,https://movie.douban.com/subject/5164792/,Paul Morrell,"['USA: 90 分钟', '污垢化为灰烬，肉体化为灰尘', '恐怖', 'Derrick Bis"
,,,21035,污染改变了一切,(评价人数不足),,https://movie.douban.com/subject/26587313/,美国,"['加拿大', 'Avi Lewis', '污染改变了一切', '纪录片', '纳奥米·克莱恩 Na"
,,,21047,汤玛士小火车电影版蓝山矿场的秘密,(评价人数不足),,https://movie.douban.com/subject/24530587/,2012-09-03(英国),"['Michael Angelis', 'Michael Brandon', 'David Bede"
,,,21051,汽车人总动员2：疯狂逆袭,(尚未上映),,https://movie.douban.com/subject/26780086/,中国大陆,"['卓建荣', '85分钟', '喜剧', '动画', '冒险']"
